1,89,81,72,70,67,60,84,70,55,29.97,29.89,29.82,10,10,10,14,5,23,0,
2,91,82,72,75,71,66,93,73,52,30,29.9,29.83,10,6,0,15,4,26,0.96,"Fog , Rain"
3,87,78,69,74,71,66,97,81,65,30.05,29.96,29.88,8,4,0,12,3,25,1.78,"Fog , Rain"
4,74,70,65,70,64,50,97,75,53,30.01,29.97,29.91,10,6,2,14,5,25,0.14,Rain
5,81,72,63,52,49,47,60,46,32,30.15,30.1,30.02,10,10,10,15,7,24,0,
6,84,75,66,59,54,51,58,46,34,30.1,30.02,29.93,10,10,10,17,5,23,0,
7,90,81,72,66,63,60,73,56,38,29.94,29.82,29.73,10,10,9,14,6,25,0.04,
8,91,81,71,70,67,62,93,69,44,29.9,29.79,29.68,10,7,1,15,5,33,0.39,Rain
9,88,80,71,69,65,59,84,62,40,29.96,29.87,29.78,10,9,1,13,4,20,0.09,Rain
10,83,78,72,65,61,60,73,60,47,30.14,30.08,29.96,10,10,10,10,3,17,0,
11,86,79,71,63,58,53,68,53,37,30.22,30.18,30.13,10,10,10,10,4,14,0,
12,85,78,71,64,60,56,73,58,42,30.23,30.19,30.13,10,10,8,10,3,20,0,
13,83,78,72,71,67,58,87,72,57,30.13,30.02,29.9,10,9,2,9,5,16,0.03,Rain
14,84,78,72,73,71,70,100,85,69,29.91,29.87,29.83,8,4,1,12,5,21,0.46,Rain
15,86,79,72,74,71,69,94,82,70,29.85,29.79,29.74,7,4,0,13,3,19,1.3,"Fog , Rain"
16,81,75,68,70,65,53,93,68,42,29.89,29.8,29.75,10,6,2,10,4,16,T,
17,81,74,67,59,54,49,73,56,38,30.11,29.98,29.88,10,10,10,10,4,16,0,
18,81,73,64,57,53,50,73,55,36,30.23,30.19,30.12,10,10,10,9,4,-,0,
19,76,72,68,63,56,48,78,63,47,30.25,30.23,30.22,10,10,10,7,5,-,0,
20,78,72,66,63,59,53,81,65,49,30.15,30.13,30.11,10,10,10,12,4,15,T,
21,85,76,67,63,61,57,81,61,40,30.22,30.17,30.13,10,10,9,8,2,14,0,
22,86,79,71,67,64,59,69,60,51,30.18,30.12,30.05,10,10,9,12,4,20,0,
23,88,80,72,72,68,62,93,75,57,30.03,29.9,29.77,10,9,1,16,5,25,0.19,Rain
24,80,75,70,69,61,52,84,65,46,29.91,29.86,29.8,10,10,10,10,5,16,0,
25,82,74,66,59,54,50,63,49,35,30.03,29.99,29.93,10,10,10,99,99,99,0,
26,81,75,69,66,62,56,79,65,51,30.01,29.95,29.9,10,10,10,9,4,18,0,
27,85,78,71,71,67,62,93,72,51,29.89,29.76,29.64,10,9,6,12,3,17,0.02,Rain
28,82,75,68,72,65,56,90,68,45,29.7,29.58,29.52,10,8,2,16,7,28,0.19,Rain
29,76,70,64,55,51,48,68,55,41,29.98,29.86,29.71,10,10,10,14,5,22,0,
30,80,72,63,57,52,45,73,52,30,30.04,30.01,29.97,10,10,10,10,3,14,0,
31,82,75,68,64,58,53,69,59,48,30.14,30.09,30.05,10,10,9,12,3,20,0,
