1,82,76,69,70,65,56,90,68,45,29.87,29.8,29.75,10,6,0,14,4,31,0.39,"Fog , Rain"
2,80,75,69,61,58,56,68,58,48,29.92,29.88,29.86,10,10,8,8,1,12,0,
3,82,74,66,61,54,49,68,52,35,29.99,29.96,29.89,10,10,9,9,3,13,0,
4,75,72,69,61,57,52,73,60,46,30.02,29.96,29.94,10,10,8,9,3,14,T,Rain
5,83,76,68,64,61,58,73,60,46,30.14,30.1,30.04,10,9,7,7,2,12,0,
6,83,78,72,68,65,62,84,68,51,30.17,30.13,30.09,10,9,5,12,3,18,0,
7,88,82,75,75,71,67,91,76,61,30.11,30.02,29.94,10,8,0,10,5,23,0.12,"Fog , Rain"
8,88,83,77,72,70,68,82,72,61,29.96,29.94,29.91,10,8,5,13,3,22,T,
9,79,74,68,70,65,57,90,72,54,30.04,29.93,29.81,10,5,2,12,5,18,0.3,Rain
10,84,78,72,71,62,54,93,65,37,30.01,29.92,29.79,10,8,2,12,5,21,0,
11,88,79,69,60,56,50,61,45,28,30.09,30.06,30.02,10,10,9,10,2,15,0,
12,89,81,72,61,60,57,64,50,36,30.06,30.01,29.95,10,10,9,7,2,12,0,
13,88,81,73,64,61,55,64,53,42,29.96,29.88,29.81,10,10,8,10,3,18,0,
14,82,78,73,73,69,60,87,74,60,29.79,29.65,29.56,10,7,0,8,3,16,0.42,"Fog , Rain"
15,81,77,72,72,69,52,87,67,46,29.88,29.65,29.56,10,5,0,13,4,22,0.12,"Fog , Rain"
16,80,72,64,57,49,45,61,46,30,30.08,30.02,29.9,10,10,10,15,6,23,0,
17,81,74,67,61,59,56,73,62,50,30.12,30.07,30.03,10,10,9,12,4,21,0,
18,85,78,71,72,68,61,79,72,64,30.02,29.95,29.86,10,8,0,10,4,19,0.32,"Fog , Rain"
19,93,86,78,74,70,68,74,62,49,29.88,29.81,29.74,10,10,8,14,3,22,0,
20,94,88,82,73,68,63,70,57,43,29.74,29.7,29.66,10,9,7,12,5,19,0,
21,89,82,74,67,64,61,64,54,43,29.67,29.64,29.57,10,10,8,10,3,19,T,
22,85,77,69,59,51,47,58,44,29,29.89,29.77,29.67,10,10,10,14,6,23,0,
23,86,77,68,52,49,46,55,42,28,29.96,29.91,29.88,10,10,10,13,4,19,0,
24,87,79,70,54,50,46,53,39,25,29.96,29.93,29.9,10,10,10,10,2,15,0,
25,88,79,69,64,56,51,69,49,29,30.01,29.98,29.94,10,10,10,10,3,19,0,
26,90,82,74,65,61,57,61,52,43,30,29.97,29.93,10,10,9,12,5,22,T,
27,86,79,71,68,67,60,90,72,54,30.04,30,29.98,10,8,2,20,3,22,0.36,Rain
28,95,85,75,69,65,59,82,57,31,30.02,29.98,29.94,10,9,6,9,3,12,0,
29,96,87,78,71,66,61,69,51,33,29.99,29.95,29.91,10,9,8,10,4,17,0,
30,87,82,76,77,73,70,85,75,65,29.94,29.87,29.8,10,5,0,12,4,22,1.95,"Fog , Rain"
31,89,81,72,72,59,50,87,58,29,29.88,29.84,29.8,10,9,4,12,3,18,0,
