1,94,84,74,66,62,54,64,50,36,29.86,29.81,29.76,10,10,9,14,5,21,0,
2,88,80,72,57,54,50,53,42,31,29.95,29.9,29.85,10,10,10,9,5,-,0,
3,89,80,71,65,59,54,61,48,34,29.96,29.9,29.82,10,10,10,14,3,20,0,
4,92,81,70,69,66,62,100,71,41,29.86,29.79,29.71,10,9,2,12,4,19,0.06,Rain
5,95,86,77,70,63,47,69,45,21,29.86,29.77,29.72,10,10,8,10,5,16,0,
6,93,83,72,67,63,54,73,51,28,29.93,29.88,29.85,10,10,10,10,3,20,0,
7,97,85,72,71,66,61,74,53,31,29.86,29.83,29.76,10,9,1,12,4,24,0.5,Rain
8,92,82,72,73,67,56,100,67,34,29.89,29.84,29.8,10,7,1,12,3,16,0.09,Rain
9,86,80,73,59,56,53,57,46,34,29.97,29.93,29.86,10,10,10,10,4,16,0,
10,87,78,69,64,57,49,73,52,30,30.08,30.03,29.97,10,10,10,12,4,16,0,
11,85,78,71,68,62,58,79,60,40,30.19,30.14,30.08,10,10,10,10,3,16,0,
12,89,80,70,64,60,53,78,56,34,30.2,30.17,30.14,10,10,10,10,3,20,0,
13,89,82,74,68,62,58,71,57,42,30.2,30.18,30.15,10,10,9,9,3,14,0,
14,85,79,73,66,62,59,74,61,47,30.2,30.17,30.13,10,10,9,13,4,22,T,
15,89,80,71,75,70,66,93,76,59,30.15,30.04,29.93,10,8,1,14,4,25,0.26,Rain
16,91,81,70,70,67,63,93,68,43,29.93,29.85,29.78,10,10,8,9,5,16,0,
17,96,85,74,67,63,61,64,50,36,29.86,29.8,29.74,10,9,9,14,4,24,0,
18,100,87,73,74,71,66,100,70,39,29.9,29.84,29.75,10,4,0,13,3,22,1.76,"Fog , Rain"
19,76,72,68,72,65,58,93,79,64,30.02,29.95,29.87,10,9,4,17,5,22,0.02,Rain
20,72,67,61,67,63,60,100,87,73,30.09,30.03,29.95,10,6,1,18,7,26,0.58,Rain
21,78,70,61,62,58,51,100,70,40,30.13,30.08,30.04,10,10,10,12,4,16,0,
22,83,74,65,63,60,55,81,62,42,30.17,30.14,30.11,10,10,10,10,3,18,0,
23,86,79,71,75,69,63,93,75,57,30.13,29.97,29.8,10,8,2,10,4,19,0.15,Rain
24,91,83,74,71,66,57,87,63,38,29.79,29.68,29.59,10,9,6,14,7,23,0,
25,85,76,67,57,52,49,56,45,34,29.9,29.84,29.75,10,10,10,14,4,22,0,
26,88,78,68,72,66,56,100,77,53,29.81,29.74,29.62,10,6,0,21,5,34,0.6,"Fog , Rain"
27,87,79,71,71,69,66,93,72,51,29.86,29.77,29.68,10,10,10,12,5,17,0,
28,81,75,68,73,70,66,97,80,62,29.98,29.92,29.86,10,6,1,12,5,19,0.18,Rain
29,80,74,68,68,66,64,93,78,62,30.07,29.99,29.93,10,10,5,9,4,13,0.01,Rain
30,81,75,68,67,65,63,90,76,62,30.15,30.1,30.06,10,10,10,10,3,17,0,
31,80,75,70,66,64,63,84,69,54,30.12,30.02,29.92,10,10,10,10,4,15,0,
