1,45,41,36,38,21,14,76,55,33,30.33,30.23,30.02,10,10,6,13,4,19,0,
2,56,48,39,36,34,31,85,64,43,30.08,29.97,29.92,10,8,5,10,3,15,T,
3,43,38,32,34,28,21,92,81,70,30.32,30.16,30.08,7,2,0,10,7,16,1.17,"Fog , Rain , Snow"
4,35,29,22,24,21,16,81,71,61,30.47,30.38,30.27,9,5,2,7,2,-,0,
5,34,32,29,31,28,24,92,78,63,30.24,29.87,29.65,10,4,0,15,7,28,1.43,"Fog , Rain , Snow"
6,32,27,21,24,16,12,81,66,50,30.28,30.2,30,10,10,10,13,4,19,0,
7,32,28,24,16,13,10,63,53,43,30.33,30.27,30.22,10,10,9,15,7,24,0,
8,29,25,21,10,4,-2,50,41,31,30.34,30.25,30.15,10,10,10,12,5,17,0,
9,31,26,21,23,15,3,84,63,42,30.19,30.07,29.99,10,6,0,12,4,19,0.1,"Fog , Snow"
10,29,25,21,18,9,5,75,57,38,30.27,30.14,29.99,10,9,7,15,7,26,0,
11,26,21,16,7,3,1,59,48,36,30.48,30.36,30.27,10,10,10,14,5,20,0,
12,25,19,13,16,6,-2,65,52,39,30.57,30.46,30.3,10,10,10,14,6,19,0,
13,36,30,24,32,28,18,96,82,68,30.3,29.63,29.02,10,3,0,25,13,39,1.78,"Fog , Rain , Snow"
14,40,36,31,30,26,22,92,70,48,29.78,29.33,29.03,10,6,0,22,10,38,0.3,"Fog , Rain , Snow"
15,37,32,27,28,25,12,92,72,52,29.78,29.69,29.57,10,5,0,18,9,29,0.13,"Fog , Snow"
16,30,26,21,12,9,6,60,50,39,30.07,29.94,29.79,10,10,10,18,9,31,0,
17,32,25,18,6,2,-3,56,41,25,30.37,30.31,30.16,10,10,10,16,5,24,0,
18,39,33,26,31,23,8,92,67,42,30.26,30.09,29.96,10,6,0,16,5,30,0.16,"Fog , Snow"
19,45,40,34,40,32,18,92,70,47,30.1,29.88,29.7,10,6,1,16,5,26,0.26,Rain
20,51,44,37,37,29,23,92,63,33,30.25,30.14,30.04,10,7,2,14,5,20,0.03,Rain
21,49,43,36,45,36,32,96,82,67,30.06,29.89,29.67,10,4,0,21,7,32,0.09,"Fog , Rain"
22,54,47,40,32,24,17,70,47,24,30.05,29.99,29.93,10,10,10,17,7,29,0,
23,54,49,43,30,27,24,58,45,32,30.02,29.94,29.85,10,10,10,18,5,30,T,
24,44,36,27,27,13,5,57,43,29,30.08,29.92,29.81,10,10,10,17,9,28,0,
25,33,29,24,13,9,5,55,46,36,30.08,30.01,29.93,10,10,10,18,7,27,0,
26,31,26,20,21,10,-7,81,55,28,29.97,29.9,29.82,10,7,0,17,5,29,0.03,Snow
27,34,24,14,12,1,-16,50,39,28,30.1,29.79,29.62,10,10,6,21,8,39,0,
28,24,17,9,-1,-7,-13,42,34,26,30.43,30.34,30.14,10,10,10,15,5,25,0,
